carriage,nst07,unit,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
HIRE,GT18,MIO_TKM,EU15	119493 	119089 	122408 	121573 	115125 	114727 	100468 	: 	: 
HIRE,GT18,MIO_TKM,EU25	152152 	150306 	151246 	147900 	136908 	133065 	116553 	: 	: 
HIRE,GT18,MIO_TKM,EU27	171471 	164946 	163648 	156848 	143028 	138359 	121997 	: 	: 
HIRE,GT18,MIO_TKM,EU28	172024 	165344 	163868 	156985 	143102 	138379 	122004 	: 	: 
HIRE,GT18,MIO_TKM,FI	3093 	2869 	2551 	2180 	2447 	2667 	3018 	3316 	2826 
HIRE,GT18,MIO_TKM,FR	25030 	28139 	33720 	34704 	31569 	35084 	33736 	32232 	48541 
HIRE,GT18,MIO_TKM,HR	554 	398 	220 	137 	74 	20 	: c	: c	: c
HIRE,GT18,MIO_TKM,HU	2824 	4356 	4068 	3542 	2988 	2720 	2743 	2480 	2131 
HIRE,GT18,MIO_TKM,IE	1467 	1191 	1276 	1138 	1508 	1477 	1341 	1362 	1919 
HIRE,GT18,MIO_TKM,IT	5727 	6583 	7496 	7983 	7729 	4805 	8085 	7971 	6995 
HIRE,GT18,MIO_TKM,LT	6107 	5140 	5660 	5205 	4559 	4179 	3730 	3176 	3117 
HIRE,GT18,MIO_TKM,LU	187 	528 	941 	758 	964 	1335 	1041 	899 	872 
HIRE,GT18,MIO_TKM,LV	1394 	981 	706 	646 	691 	635 	513 	490 	851 
HIRE,GT18,MIO_TKM,NL	7647 	8149 	9286 	9130 	7509 	7952 	8912 	9261 	10881 
HIRE,GT18,MIO_TKM,NO	1597 	2488 	2310 	2282 	2084 	2272 	2052 	1972 	2324 
HIRE,GT18,MIO_TKM,PL	14666 	12322 	10710 	8325 	5602 	2758 	2215 	4960 	5941 
HIRE,GT18,MIO_TKM,PT	3755 	3215 	3581 	4841 	4888 	5483 	4753 	997 	706 
HIRE,GT18,MIO_TKM,RO	13046 	9081 	7326 	5607 	3920 	3652 	3715 	2180 	4264 
HIRE,GT18,MIO_TKM,SE	8952 	8839 	7455 	6383 	6120 	7577 	6823 	5879 	7842 
HIRE,GT18,MIO_TKM,SI	: 	: 	: 	: 	: 	: c	196 	683 	499 
HIRE,GT18,MIO_TKM,SK	5056 	4858 	4543 	4575 	4859 	4708 	3853 	3621 	3972 
HIRE,GT18,MIO_TKM,UK	17029 	14376 	13351 	14161 	13973 	10532 	: 	: 	: 
HIRE,GT18,THS_T,AT	7968 	8300 	7594 	7485 	7927 	8573 	8416 	9123 	10897 
HIRE,GT18,THS_T,BE	4630 	8417 	9764 	10780 	7594 	9206 	9705 	9033 	10411 
HIRE,GT18,THS_T,BG	8819 	7912 	6043 	4398 	2307 	1811 	2040 	886 	218 
HIRE,GT18,THS_T,CH	8735 	6559 	5678 	5232 	5465 	6173 	6468 	6171 	6190 
HIRE,GT18,THS_T,CY	124 	64 	76 	96 	115 	197 	67 	208 	191 
HIRE,GT18,THS_T,CZ	7718 	7390 	6295 	7031 	4866 	5150 	4888 	5289 	5692 
HIRE,GT18,THS_T,DE	178072 	174181 	153527 	137708 	118859 	116213 	88681 	: 	: 
HIRE,GT18,THS_T,DK	16498 	16484 	17104 	15857 	16348 	15061 	14430 	11848 	17508 
HIRE,GT18,THS_T,EE	2120 	1913 	1790 	2241 	1857 	1704 	1454 	1012 	: c
HIRE,GT18,THS_T,EL	5338 	6905 	3378 	2877 	2232 	2965 	3831 	3787 	2123 
HIRE,GT18,THS_T,ES	13031 	12727 	11552 	9717 	10706 	11174 	9941 	9073 	1399 
HIRE,GT18,THS_T,EU15	623560 	627237 	617256 	607781 	581581 	547764 	466313 	: 	: 
HIRE,GT18,THS_T,EU25	692448 	689187 	674501 	655626 	618701 	578084 	493416 	: 	: 
HIRE,GT18,THS_T,EU27	721683 	710826 	691283 	667671 	626661 	585633 	500837 	: 	: 
HIRE,GT18,THS_T,EU28	722994 	711713 	691784 	668047 	626799 	585682 	500855 	: 	: 
HIRE,GT18,THS_T,FI	18582 	18873 	15984 	14194 	14997 	17747 	20053 	19257 	23983 
HIRE,GT18,THS_T,FR	133500 	148992 	173677 	183409 	167597 	179575 	178250 	169001 	247691 
HIRE,GT18,THS_T,HR	1311 	887 	501 	375 	138 	49 	: c	: c	: c
HIRE,GT18,THS_T,HU	8516 	7963 	8151 	6598 	5283 	4878 	4439 	4023 	3906 
HIRE,GT18,THS_T,IE	9166 	7441 	8108 	7211 	8117 	8150 	7334 	6508 	8587 
HIRE,GT18,THS_T,IT	26174 	29411 	33626 	36892 	41255 	20713 	31914 	30467 	28601 
HIRE,GT18,THS_T,LT	8101 	6770 	6775 	6251 	5008 	4565 	4369 	3938 	3655 
HIRE,GT18,THS_T,LU	510 	1763 	3169 	1960 	2365 	3563 	2726 	2313 	2460 
HIRE,GT18,THS_T,LV	4107 	2948 	3188 	1232 	1425 	1570 	581 	895 	961 
HIRE,GT18,THS_T,NL	43624 	44087 	51278 	48889 	46697 	46546 	53594 	39873 	48328 
HIRE,GT18,THS_T,NO	7007 	11394 	12919 	11090 	10196 	9673 	11278 	9002 	10461 
HIRE,GT18,THS_T,PL	29048 	27410 	23327 	16861 	11549 	5624 	4156 	10572 	12064 
HIRE,GT18,THS_T,PT	7589 	6041 	6515 	10115 	12009 	11022 	10248 	2072 	1498 
HIRE,GT18,THS_T,RO	20416 	13727 	10739 	7647 	5654 	5738 	5381 	4060 	6675 
HIRE,GT18,THS_T,SE	39254 	38953 	30057 	27907 	26584 	32028 	27191 	24206 	38499 
HIRE,GT18,THS_T,SI	: 	: 	: 	: 	: 	: c	312 	1070 	566 
HIRE,GT18,THS_T,SK	9154 	7492 	7642 	7534 	7017 	6625 	6837 	5672 	6915 
HIRE,GT18,THS_T,UK	119483 	104661 	91921 	92781 	98295 	65229 	: 	: 	: 
HIRE,GT19,MIO_TKM,AT	676 	727 	687 	678 	778 	890 	929 	882 	1285 
HIRE,GT19,MIO_TKM,BE	646 	904 	2198 	1919 	1901 	1776 	1910 	1465 	1856 
HIRE,GT19,MIO_TKM,BG	216 	171 	167 	45 	: c	123 	38 	239 	34 
HIRE,GT19,MIO_TKM,CH	63 	48 	153 	67 	90 	144 	108 	43 	45 
HIRE,GT19,MIO_TKM,CY	: c	: c	: c	3 	: c	2 	3 	: c	: c
HIRE,GT19,MIO_TKM,CZ	2312 	1580 	1418 	948 	1035 	1226 	1270 	454 	680 
HIRE,GT19,MIO_TKM,DE	541 	688 	578 	969 	1289 	983 	4934 	27313 	30926 
HIRE,GT19,MIO_TKM,DK	868 	958 	1033 	1441 	1296 	487 	481 	445 	402 
HIRE,GT19,MIO_TKM,EE	236 	124 	130 	122 	109 	126 	179 	800 	1776 
HIRE,GT19,MIO_TKM,EL	155 	102 	78 	185 	399 	279 	389 	348 	647 
HIRE,GT19,MIO_TKM,ES	2482 	2258 	2359 	2037 	2509 	1734 	2085 	1914 	2231 
HIRE,GT19,MIO_TKM,EU15	18236 	17755 	16835 	18825 	13442 	17623 	30352 	: 	: 
HIRE,GT19,MIO_TKM,EU25	25367 	25281 	23253 	24618 	17854 	20527 	32247 	: 	: 
HIRE,GT19,MIO_TKM,EU27	26116 	25912 	24116 	25548 	18521 	20816 	32475 	: 	: 
HIRE,GT19,MIO_TKM,EU28	26120 	25925 	24138 	25575 	18531 	20840 	32482 	: 	: 
HIRE,GT19,MIO_TKM,FI	78 	192 	109 	132 	201 	83 	54 	170 	101 
HIRE,GT19,MIO_TKM,FR	1560 	1761 	1904 	2358 	1924 	2293 	1582 	1055 	: 
HIRE,GT19,MIO_TKM,HR	: c	13 	22 	27 	: c	24 	: c	: c	: c
HIRE,GT19,MIO_TKM,HU	1377 	1831 	1482 	1218 	1192 	655 	170 	33 	68 
HIRE,GT19,MIO_TKM,IE	15 	: c	24 	: c	22 	31 	: c	: c	: 
HIRE,GT19,MIO_TKM,IT	2959 	3230 	2022 	1201 	1158 	916 	832 	2257 	4377 
HIRE,GT19,MIO_TKM,LT	: 	: 	: 	: 	: 	: 	: 	: 	: c
HIRE,GT19,MIO_TKM,LU	: 	: 	: 	9 	36 	49 	: c	: c	318 
HIRE,GT19,MIO_TKM,LV	89 	117 	19 	41 	61 	171 	172 	43 	64 
HIRE,GT19,MIO_TKM,NL	1022 	1445 	1556 	2070 	948 	2060 	1784 	63 	50 
HIRE,GT19,MIO_TKM,NO	271 	1490 	1083 	1242 	726 	910 	1045 	589 	683 
HIRE,GT19,MIO_TKM,PL	1436 	2371 	2001 	1183 	472 	171 	78 	1557 	246 
HIRE,GT19,MIO_TKM,PT	2102 	1928 	1710 	846 	60 	123 	473 	769 	396 
HIRE,GT19,MIO_TKM,RO	533 	461 	696 	885 	626 	166 	190 	258 	548 
HIRE,GT19,MIO_TKM,SE	: 	: 	: 	: 	: 	: 	: 	: c	70 
HIRE,GT19,MIO_TKM,SI	1659 	1448 	1295 	1563 	1399 	553 	19 	284 	968 
HIRE,GT19,MIO_TKM,SK	20 	53 	72 	715 	141 	: 	: c	: c	199 
HIRE,GT19,MIO_TKM,UK	5129 	3558 	2576 	4975 	922 	5918 	14895 	12923 	18551 
HIRE,GT19,THS_T,AT	4300 	4405 	3959 	4062 	4214 	4571 	4469 	4556 	5446 
HIRE,GT19,THS_T,BE	3796 	5026 	12552 	10197 	10480 	10375 	10329 	7716 	8342 
HIRE,GT19,THS_T,BG	835 	550 	411 	369 	: c	237 	262 	372 	104 
HIRE,GT19,THS_T,CH	977 	922 	1035 	819 	566 	879 	1048 	583 	576 
HIRE,GT19,THS_T,CY	: c	: c	: c	47 	: c	62 	54 	: c	: c
HIRE,GT19,THS_T,CZ	10008 	7223 	5270 	2994 	3041 	4765 	3059 	1282 	2321 
HIRE,GT19,THS_T,DE	5098 	5889 	5739 	9150 	10539 	7956 	23987 	123388 	140203 
HIRE,GT19,THS_T,DK	3715 	3833 	4008 	6573 	5757 	4602 	5233 	2945 	1854 
HIRE,GT19,THS_T,EE	698 	398 	335 	718 	329 	444 	677 	1568 	4823 
HIRE,GT19,THS_T,EL	827 	1930 	382 	1392 	1907 	1781 	2513 	1535 	4150 
HIRE,GT19,THS_T,ES	27704 	26866 	28788 	25383 	24358 	23288 	25574 	26669 	24648 
HIRE,GT19,THS_T,EU15	123556 	128139 	122553 	133274 	97067 	132172 	203907 	: 	: 
HIRE,GT19,THS_T,EU25	143699 	146398 	137091 	145331 	105615 	140163 	208531 	: 	: 
HIRE,GT19,THS_T,EU27	145478 	147944 	138890 	148365 	108843 	142030 	209929 	: 	: 
HIRE,GT19,THS_T,EU28	145495 	147980 	138924 	148419 	108892 	142092 	209998 	: 	: 
HIRE,GT19,THS_T,FI	692 	986 	1158 	1465 	2107 	802 	911 	1037 	1115 
HIRE,GT19,THS_T,FR	9346 	12598 	14216 	15704 	13082 	13957 	9707 	6349 	: 
HIRE,GT19,THS_T,HR	: c	36 	34 	54 	: c	62 	: c	: c	: c
HIRE,GT19,THS_T,HU	2821 	3412 	2637 	2172 	2132 	981 	274 	109 	251 
HIRE,GT19,THS_T,IE	151 	: c	134 	: c	120 	98 	: c	: c	: 
HIRE,GT19,THS_T,IT	16778 	14274 	12363 	6389 	6393 	5099 	4465 	11483 	19020 
HIRE,GT19,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: c
HIRE,GT19,THS_T,LU	: 	: 	: 	20 	90 	89 	: c	: c	980 
HIRE,GT19,THS_T,LV	400 	601 	235 	290 	182 	805 	294 	75 	134 
HIRE,GT19,THS_T,NL	12392 	15507 	11554 	18216 	12043 	20638 	16592 	589 	563 
HIRE,GT19,THS_T,NO	2290 	10458 	5593 	8736 	5740 	6247 	8129 	4706 	6807 
HIRE,GT19,THS_T,PL	3655 	4357 	3995 	2455 	586 	195 	193 	8299 	872 
HIRE,GT19,THS_T,PT	5582 	6268 	5905 	2995 	275 	199 	664 	1212 	942 
HIRE,GT19,THS_T,RO	945 	996 	1388 	2665 	2506 	1630 	1136 	649 	628 
HIRE,GT19,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: c	854 
HIRE,GT19,THS_T,SI	2357 	2149 	1916 	2108 	1844 	739 	67 	426 	1534 
HIRE,GT19,THS_T,SK	173 	106 	139 	1274 	399 	: 	: c	: c	217 
HIRE,GT19,THS_T,UK	33207 	30484 	21795 	31664 	5702 	38718 	99416 	96135 	126445 
HIRE,GT20,MIO_TKM,BE	320 	162 	397 	496 	812 	726 	749 	568 	842 
HIRE,GT20,MIO_TKM,BG	504 	368 	429 	316 	576 	480 	708 	948 	397 
HIRE,GT20,MIO_TKM,CH	29 	21 	16 	69 	8 	12 	50 	24 	22 
HIRE,GT20,MIO_TKM,CY	1 	1 	1 	1 	2 	1 	2 	2 	3 
HIRE,GT20,MIO_TKM,CZ	: 	: 	: 	: 	28 	51 	53 	269 	980 
HIRE,GT20,MIO_TKM,DE	: c	: c	: c	: c	: c	20 	6 	: 	: 
HIRE,GT20,MIO_TKM,EE	71 	113 	112 	156 	95 	151 	76 	158 	330 
HIRE,GT20,MIO_TKM,EL	275 	468 	704 	503 	484 	326 	1985 	1309 	1200 
HIRE,GT20,MIO_TKM,EU15	16646 	18441 	17076 	17625 	13584 	17662 	24504 	: 	: 
HIRE,GT20,MIO_TKM,EU25	39083 	30563 	32152 	31296 	28320 	32883 	41333 	: 	: 
HIRE,GT20,MIO_TKM,EU27	41053 	31842 	33428 	32691 	29868 	34215 	42191 	: 	: 
HIRE,GT20,MIO_TKM,EU28	41053 	31842 	33428 	32691 	29868 	34215 	42191 	: 	: 
HIRE,GT20,MIO_TKM,FI	: 	: 	: 	: 	: 	: 	40 	60 	86 
HIRE,GT20,MIO_TKM,FR	80 	171 	111 	112 	112 	64 	74 	37 	: c
HIRE,GT20,MIO_TKM,HR	: 	: 	: 	: 	: 	: 	: 	: 	: c
HIRE,GT20,MIO_TKM,HU	7328 	96 	293 	287 	229 	335 	632 	823 	870 
HIRE,GT20,MIO_TKM,IE	: 	: c	: 	: 	5 	: c	4 	12 	22 
HIRE,GT20,MIO_TKM,IT	12887 	14351 	12498 	14783 	11371 	15652 	20493 	19618 	22423 
HIRE,GT20,MIO_TKM,LU	408 	404 	424 	560 	480 	423 	513 	571 	605 
HIRE,GT20,MIO_TKM,NL	: 	2 	: c	: c	: 	: 	: 	1357 	1660 
HIRE,GT20,MIO_TKM,NO	: c	: c	: c	: 	: 	: 	: 	: c	8 
HIRE,GT20,MIO_TKM,PL	15035 	11911 	14651 	13045 	14247 	14670 	16063 	8371 	9189 
HIRE,GT20,MIO_TKM,PT	1911 	2296 	1767 	914 	17 	: c	58 	353 	: c
HIRE,GT20,MIO_TKM,RO	1466 	912 	847 	1079 	972 	852 	150 	77 	369 
HIRE,GT20,MIO_TKM,SE	535 	293 	292 	213 	279 	445 	582 	442 	292 
HIRE,GT20,MIO_TKM,SI	: 	: 	: 	: 	: 	: c	: c	: c	: c
HIRE,GT20,MIO_TKM,SK	: c	: 	: c	182 	135 	: 	: 	: 	: c
HIRE,GT20,MIO_TKM,UK	243 	292 	882 	: c	: c	: c	: 	: 	: 
HIRE,GT20,THS_T,BE	2047 	830 	2313 	3339 	5475 	3908 	3687 	3075 	4942 
HIRE,GT20,THS_T,BG	1000 	1139 	908 	1583 	2442 	1397 	3067 	7501 	7570 
HIRE,GT20,THS_T,CH	610 	1513 	627 	647 	746 	574 	1160 	906 	463 
HIRE,GT20,THS_T,CY	19 	27 	25 	18 	56 	63 	54 	51 	229 
HIRE,GT20,THS_T,CZ	: 	: 	: 	: 	89 	83 	100 	513 	1852 
HIRE,GT20,THS_T,DE	: c	: c	: c	: c	: c	61 	86 	: 	: 
HIRE,GT20,THS_T,EE	335 	477 	363 	216 	223 	302 	316 	456 	1359 
HIRE,GT20,THS_T,EL	961 	2098 	2325 	1742 	1100 	977 	8848 	9198 	5060 
HIRE,GT20,THS_T,EU15	89223 	95229 	104883 	94997 	84675 	109487 	139302 	: 	: 
HIRE,GT20,THS_T,EU25	166898 	126531 	136777 	127046 	121482 	146164 	184538 	: 	: 
HIRE,GT20,THS_T,EU27	170578 	129607 	139520 	130383 	125303 	148835 	188009 	: 	: 
HIRE,GT20,THS_T,EU28	170578 	129607 	139520 	130383 	125303 	148835 	188009 	: 	: 
HIRE,GT20,THS_T,FI	: 	: 	: 	: 	: 	: 	55 	65 	109 
HIRE,GT20,THS_T,FR	513 	799 	380 	562 	385 	242 	575 	175 	: c
HIRE,GT20,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: c
HIRE,GT20,THS_T,HU	43928 	288 	1335 	1652 	2220 	3241 	9312 	12894 	15520 
HIRE,GT20,THS_T,IE	: 	: c	: 	: 	35 	: c	35 	136 	490 
HIRE,GT20,THS_T,IT	71009 	76122 	80491 	79963 	72319 	97538 	117611 	109071 	113018 
HIRE,GT20,THS_T,LU	1680 	1816 	1603 	1739 	1381 	1310 	1566 	1707 	2114 
HIRE,GT20,THS_T,NL	: 	13 	: c	: c	: 	: 	: 	6002 	7436 
HIRE,GT20,THS_T,NO	: c	: c	: c	: 	: 	: 	: 	: c	52 
HIRE,GT20,THS_T,PL	33390 	30511 	30157 	29745 	33869 	32969 	35451 	20451 	28899 
HIRE,GT20,THS_T,PT	7371 	8428 	7640 	3761 	27 	: c	38 	605 	: c
HIRE,GT20,THS_T,RO	2681 	1938 	1835 	1753 	1379 	1274 	405 	759 	4788 
HIRE,GT20,THS_T,SE	4084 	2898 	2320 	3766 	3900 	5391 	6802 	5163 	2894 
HIRE,GT20,THS_T,SI	: 	: 	: 	: 	: 	: c	: c	: c	: c
HIRE,GT20,THS_T,SK	: c	: 	: c	419 	350 	: 	: 	: 	: c
HIRE,GT20,THS_T,UK	1599 	2192 	7744 	: c	: c	: c	: 	: 	: 
HIRE,TOTAL,MIO_TKM,AT	17915 	17384 	17334 	17182 	18863 	20935 	21108 	21931 	26351 
HIRE,TOTAL,MIO_TKM,BE	27521 	28352 	29450 	30730 	29939 	28994 	31517 	31828 	35818 
HIRE,TOTAL,MIO_TKM,BG	32061 	28724 	24436 	23426 	20983 	17988 	15634 	13877 	11033 
HIRE,TOTAL,MIO_TKM,CH	8372 	8239 	8362 	8960 	8855 	9735 	9827 	9475 	10326 
HIRE,TOTAL,MIO_TKM,CY	404 	351 	323 	330 	475 	505 	604 	565 	698 
HIRE,TOTAL,MIO_TKM,CZ	44466 	51756 	49626 	50209 	46347 	49909 	47967 	41115 	46059 
HIRE,TOTAL,MIO_TKM,DE	267339 	265281 	259481 	254680 	255898 	270228 	260156 	244043 	271803 
HIRE,TOTAL,MIO_TKM,DK	14069 	13751 	14292 	14071 	14673 	14159 	13000 	14818 	17473 
HIRE,TOTAL,MIO_TKM,EE	6328 	5882 	5886 	5568 	5504 	5596 	5228 	5163 	7183 
HIRE,TOTAL,MIO_TKM,EL	13785 	12997 	12537 	11726 	14240 	13409 	20123 	16889 	18372 
HIRE,TOTAL,MIO_TKM,ES	207978 	200599 	187380 	184203 	189638 	196085 	198338 	199143 	226923 
HIRE,TOTAL,MIO_TKM,EU15	1071210 	1039449 	1028976 	1033396 	1038920 	1089206 	1123245 	: 	: 
HIRE,TOTAL,MIO_TKM,EU25	1513429 	1451281 	1422634 	1417943 	1391278 	1428665 	1448073 	: 	: 
HIRE,TOTAL,MIO_TKM,EU27	1583606 	1510340 	1473495 	1466230 	1433296 	1464925 	1481511 	: 	: 
HIRE,TOTAL,MIO_TKM,EU28	1593220 	1519021 	1481031 	1473549 	1440096 	1471767 	1488098 	: 	: 
HIRE,TOTAL,MIO_TKM,FI	25166 	22958 	22000 	23066 	23793 	24909 	27228 	25592 	28785 
HIRE,TOTAL,MIO_TKM,FR	119620 	120366 	132271 	138938 	142337 	152504 	151338 	145381 	175906 
HIRE,TOTAL,MIO_TKM,HR	9614 	8681 	7536 	7319 	6800 	6842 	6588 	7141 	8274 
HIRE,TOTAL,MIO_TKM,HU	35566 	35174 	34186 	32501 	30373 	30641 	29429 	30744 	31344 
HIRE,TOTAL,MIO_TKM,IE	8823 	7478 	7522 	6941 	7622 	7593 	7753 	8209 	11994 
HIRE,TOTAL,MIO_TKM,IT	104040 	107543 	108077 	117017 	112982 	129072 	160048 	150439 	162966 
HIRE,TOTAL,MIO_TKM,LT	29712 	25150 	26674 	24980 	22145 	20297 	18188 	16388 	18878 
HIRE,TOTAL,MIO_TKM,LU	3679 	4185 	6396 	6853 	6388 	7712 	7626 	7142 	7795 
HIRE,TOTAL,MIO_TKM,LV	13243 	13692 	12638 	11795 	11148 	11099 	9654 	7065 	11392 
HIRE,TOTAL,MIO_TKM,NL	57787 	59290 	62630 	62283 	57939 	63192 	65337 	61497 	66985 
HIRE,TOTAL,MIO_TKM,NO	17281 	17965 	16620 	17120 	16218 	14840 	15550 	14907 	15991 
HIRE,TOTAL,MIO_TKM,PL	261176 	232030 	220159 	215969 	193695 	178267 	172976 	152638 	141005 
HIRE,TOTAL,MIO_TKM,PT	31251 	28266 	30352 	33982 	26495 	31774 	30272 	30091 	31567 
HIRE,TOTAL,MIO_TKM,RO	38117 	30335 	26424 	24861 	21036 	18273 	17803 	16355 	38240 
HIRE,TOTAL,MIO_TKM,SE	38794 	37252 	36018 	28297 	28430 	30949 	31244 	30452 	35991 
HIRE,TOTAL,MIO_TKM,SI	17235 	15983 	14573 	14669 	14530 	15039 	14599 	13439 	14893 
HIRE,TOTAL,MIO_TKM,SK	34088 	31815 	29593 	28525 	28141 	28106 	26183 	25909 	27027 
HIRE,TOTAL,MIO_TKM,UK	132669 	113749 	103237 	103428 	109682 	97689 	98157 	89586 	111732 
HIRE,TOTAL,THS_T,AT	207715 	193329 	194712 	181097 	189183 	195347 	185420 	193948 	213132 
HIRE,TOTAL,THS_T,BE	170832 	181814 	215117 	217682 	215589 	207436 	214873 	216630 	246498 
HIRE,TOTAL,THS_T,BG	84622 	86473 	76656 	80513 	66183 	62143 	48372 	55265 	65524 
HIRE,TOTAL,THS_T,CH	172199 	172121 	173651 	172908 	187740 	189166 	181148 	175667 	185761 
HIRE,TOTAL,THS_T,CY	9139 	7527 	7493 	7179 	11570 	13728 	16390 	15046 	18354 
HIRE,TOTAL,THS_T,CZ	313980 	321333 	282688 	245042 	241423 	246269 	253144 	252253 	297321 
HIRE,TOTAL,THS_T,DE	2376269 	2280256 	2260870 	2169600 	2110675 	2167248 	1966815 	1752597 	1917644 
HIRE,TOTAL,THS_T,DK	157222 	152349 	148824 	141602 	143663 	144784 	133548 	118768 	158659 
HIRE,TOTAL,THS_T,EE	30237 	25102 	23667 	27574 	28093 	28788 	23795 	25125 	37052 
HIRE,TOTAL,THS_T,EL	109922 	87544 	93935 	82384 	110428 	92490 	146183 	127403 	138560 
HIRE,TOTAL,THS_T,ES	1096140 	1083555 	1013595 	960838 	1048614 	1233104 	1295159 	1407369 	1689269 
HIRE,TOTAL,THS_T,EU15	8203597 	7986674 	7903161 	7711170 	7902623 	8383987 	8437896 	: 	: 
HIRE,TOTAL,THS_T,EU25	9940360 	9642811 	9478651 	9201631 	9333755 	9870424 	9871382 	: 	: 
HIRE,TOTAL,THS_T,EU27	10119847 	9816470 	9630096 	9351642 	9462371 	9994767 	9978560 	: 	: 
HIRE,TOTAL,THS_T,EU28	10157059 	9850372 	9660982 	9385131 	9494570 	10029854 	10013098 	: 	: 
HIRE,TOTAL,THS_T,FI	236931 	234370 	235139 	232313 	252299 	261046 	285694 	287175 	335214 
HIRE,TOTAL,THS_T,FR	970443 	1000679 	1096499 	1165329 	1191366 	1267904 	1236089 	1200370 	1405754 
HIRE,TOTAL,THS_T,HR	37212 	33903 	30886 	33488 	32199 	35087 	34538 	42990 	55576 
HIRE,TOTAL,THS_T,HU	156856 	158181 	146715 	130540 	126729 	138101 	149174 	170974 	190888 
HIRE,TOTAL,THS_T,IE	92638 	75984 	75348 	69524 	68264 	68494 	75693 	86455 	145137 
HIRE,TOTAL,THS_T,IT	717125 	753119 	745277 	793023 	830071 	976880 	1107002 	1023204 	1047281 
HIRE,TOTAL,THS_T,LT	50133 	44094 	41786 	36762 	33296 	31415 	29101 	28106 	36439 
HIRE,TOTAL,THS_T,LU	20527 	20300 	26532 	29190 	27360 	35363 	35252 	29682 	32415 
HIRE,TOTAL,THS_T,LV	51198 	49399 	47952 	44596 	38413 	38670 	32912 	25698 	39844 
HIRE,TOTAL,THS_T,NL	512831 	494851 	488531 	481797 	480636 	501102 	508119 	442619 	482392 
HIRE,TOTAL,THS_T,NO	181477 	170370 	168727 	179358 	158952 	139732 	146618 	147734 	170943 
HIRE,TOTAL,THS_T,PL	947955 	885901 	868305 	854671 	805266 	836277 	767374 	747015 	688795 
HIRE,TOTAL,THS_T,PT	93941 	99537 	99256 	105381 	91938 	137055 	134494 	152930 	157790 
HIRE,TOTAL,THS_T,RO	94865 	87186 	74789 	69499 	62432 	62199 	58805 	67805 	136845 
HIRE,TOTAL,THS_T,SE	382306 	363414 	336172 	249276 	259369 	286428 	292442 	301596 	340651 
HIRE,TOTAL,THS_T,SI	54399 	48974 	48259 	45478 	42287 	48138 	52111 	48644 	61711 
HIRE,TOTAL,THS_T,SK	122866 	115626 	108625 	98619 	104056 	105051 	109485 	117212 	136743 
HIRE,TOTAL,THS_T,UK	1059230 	965573 	873355 	832134 	883168 	809305 	821112 	743001 	1005747 
HIRE,UNK,MIO_TKM,EL	: 	: 	: 	: 	: 	: 	: c	: 	: 
HIRE,UNK,MIO_TKM,UK	: 	: 	: 	: 	: 	: c	: 	: 	: 
HIRE,UNK,THS_T,EL	: 	: 	: 	: 	: 	: 	: c	: 	: 
HIRE,UNK,THS_T,UK	: 	: 	: 	: 	: 	: c	: 	: 	: 
NOT_SPEC,GT03,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT03,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT04,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT04,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT09,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT09,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT16,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT16,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT17,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT17,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT19,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT19,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT20,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,GT20,THS_T,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 
NOT_SPEC,TOTAL,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	1 	: 	: 
NOT_SPEC,TOTAL,THS_T,CH	: 	: 	: 	: 	: 	: 	121 	: 	: 
OWN,GT01,MIO_TKM,AT	678 	745 	637 	627 	627 	653 	654 	557 	659 
OWN,GT01,MIO_TKM,BE	811 	782 	709 	716 	566 	769 	614 	663 	657 
OWN,GT01,MIO_TKM,BG	621 	537 	562 	612 	546 	579 	610 	519 	520 
OWN,GT01,MIO_TKM,CH	332 	331 	703 	492 	540 	353 	332 	332 	279 
OWN,GT01,MIO_TKM,CY	39 	26 	30 	40 	82 	37 	28 	29 	55 
