carriage,nst07,unit,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOT,GT09,THS_T,DE	358531 	341447 	347674 	334426 	325754 	344723 	293120 	208281 	227315 
TOT,GT09,THS_T,DK	17825 	14346 	13361 	13197 	13167 	12958 	11009 	11637 	16714 
TOT,GT09,THS_T,EE	1772 	1576 	1262 	1563 	2133 	1993 	1505 	2296 	3016 
TOT,GT09,THS_T,EL	29112 	32453 	30837 	26717 	41743 	37710 	62458 	43110 	103863 
TOT,GT09,THS_T,ES	161785 	149458 	141178 	141456 	167131 	223874 	253907 	297514 	409063 
TOT,GT09,THS_T,EU15	1405264 	1404934 	1444610 	1469830 	1548568 	1725866 	1756703 	: 	: 
TOT,GT09,THS_T,EU25	1656675 	1659979 	1715037 	1720755 	1802414 	2004604 	2007265 	: 	: 
TOT,GT09,THS_T,EU27	1718002 	1712536 	1768476 	1777323 	1862440 	2069641 	2069961 	: 	: 
TOT,GT09,THS_T,EU28	1725720 	1719280 	1775592 	1785247 	1871123 	2079505 	2081218 	: 	: 
TOT,GT09,THS_T,FI	16791 	16328 	16686 	15873 	22315 	21654 	22892 	26001 	28045 
TOT,GT09,THS_T,FR	348968 	381685 	421683 	470938 	498674 	491897 	460397 	445745 	332358 
TOT,GT09,THS_T,HR	7718 	6744 	7116 	7923 	8683 	9864 	11258 	14021 	17986 
TOT,GT09,THS_T,HU	16500 	20804 	19694 	16635 	16373 	17852 	23550 	27983 	33446 
TOT,GT09,THS_T,IE	18946 	15100 	13666 	13333 	12406 	12573 	14653 	21600 	114847 
TOT,GT09,THS_T,IT	110768 	132563 	136824 	158010 	171257 	232149 	285669 	249713 	266496 
TOT,GT09,THS_T,LT	4420 	3935 	4086 	3621 	3554 	3360 	3479 	3197 	6200 
TOT,GT09,THS_T,LU	4627 	3823 	4601 	6094 	5789 	6232 	6728 	5031 	6176 
TOT,GT09,THS_T,LV	2510 	2481 	3154 	2674 	2441 	2318 	1823 	1761 	2394 
TOT,GT09,THS_T,NL	62234 	60686 	60728 	66010 	54654 	72395 	70153 	94773 	96883 
TOT,GT09,THS_T,NO	14788 	11801 	10984 	10285 	14228 	11846 	7470 	6693 	15102 
TOT,GT09,THS_T,PL	163336 	161793 	185684 	173750 	177904 	193432 	158071 	166753 	160137 
TOT,GT09,THS_T,PT	15389 	16139 	16025 	16454 	21186 	34852 	42032 	46363 	47267 
TOT,GT09,THS_T,RO	43060 	37272 	37815 	36713 	45184 	44351 	41476 	63754 	76063 
TOT,GT09,THS_T,SE	17823 	15825 	16525 	14208 	14398 	15947 	14314 	10296 	15492 
TOT,GT09,THS_T,SI	5956 	6968 	6619 	6455 	7246 	9142 	10262 	8912 	11442 
TOT,GT09,THS_T,SK	10213 	11566 	9437 	8118 	9406 	11470 	10039 	15350 	15856 
TOT,GT09,THS_T,UK	158619 	147207 	142707 	120490 	124873 	138389 	145237 	131769 	187649 
TOT,GT10,MIO_TKM,AT	1775 	1631 	1758 	1879 	2019 	2061 	1989 	1970 	2673 
TOT,GT10,MIO_TKM,BE	1513 	1658 	2081 	2178 	2170 	2247 	2524 	2584 	3144 
TOT,GT10,MIO_TKM,BG	2699 	2492 	2277 	2290 	1656 	1308 	1179 	972 	1026 
TOT,GT10,MIO_TKM,CH	418 	471 	740 	795 	794 	687 	733 	703 	951 
TOT,GT10,MIO_TKM,CY	31 	11 	17 	10 	18 	20 	25 	21 	42 
TOT,GT10,MIO_TKM,CZ	6158 	7458 	7142 	7981 	6769 	7649 	7157 	5382 	7421 
TOT,GT10,MIO_TKM,DE	20880 	21732 	22454 	22121 	23430 	26135 	25130 	22082 	29347 
TOT,GT10,MIO_TKM,DK	452 	374 	532 	487 	508 	564 	450 	640 	959 
TOT,GT10,MIO_TKM,EE	401 	354 	435 	428 	458 	368 	324 	210 	459 
TOT,GT10,MIO_TKM,EL	1414 	793 	1158 	1142 	1194 	1379 	2004 	1624 	1953 
TOT,GT10,MIO_TKM,ES	12491 	12570 	11576 	11750 	11710 	13614 	14786 	13663 	17875 
TOT,GT10,MIO_TKM,EU15	69657 	68771 	72227 	71878 	77892 	84523 	86238 	: 	: 
TOT,GT10,MIO_TKM,EU25	117989 	113239 	116423 	117264 	118209 	124288 	124279 	: 	: 
TOT,GT10,MIO_TKM,EU27	123244 	117812 	121075 	121777 	122549 	128069 	127477 	: 	: 
TOT,GT10,MIO_TKM,EU28	124188 	118766 	121901 	122502 	123223 	128769 	128153 	: 	: 
TOT,GT10,MIO_TKM,FI	1390 	1697 	1562 	1596 	1746 	1895 	1406 	1120 	2558 
TOT,GT10,MIO_TKM,FR	4945 	4930 	5440 	6134 	5837 	6819 	6781 	6909 	8240 
TOT,GT10,MIO_TKM,HR	944 	954 	826 	725 	674 	700 	676 	646 	962 
TOT,GT10,MIO_TKM,HU	3128 	2472 	2503 	2520 	2473 	2822 	2639 	2813 	3176 
TOT,GT10,MIO_TKM,IE	260 	213 	275 	268 	251 	253 	257 	330 	566 
TOT,GT10,MIO_TKM,IT	11419 	10508 	12226 	11691 	14087 	14727 	16418 	14065 	18791 
TOT,GT10,MIO_TKM,LT	1265 	1054 	1364 	1092 	1212 	1012 	773 	714 	943 
TOT,GT10,MIO_TKM,LU	1184 	1088 	1261 	1149 	1043 	1222 	1107 	598 	746 
TOT,GT10,MIO_TKM,LV	573 	630 	541 	687 	582 	405 	479 	389 	703 
TOT,GT10,MIO_TKM,NL	3374 	3496 	4015 	3657 	3769 	4428 	4351 	3712 	4723 
TOT,GT10,MIO_TKM,NO	704 	502 	549 	502 	627 	953 	764 	791 	932 
TOT,GT10,MIO_TKM,PL	28644 	23693 	24355 	24833 	20704 	19409 	19092 	16336 	16464 
TOT,GT10,MIO_TKM,PT	1424 	1551 	1689 	1894 	1672 	2420 	2456 	2674 	2808 
TOT,GT10,MIO_TKM,RO	2556 	2081 	2376 	2223 	2684 	2473 	2019 	2457 	4020 
TOT,GT10,MIO_TKM,SE	1416 	1238 	1220 	1181 	993 	1354 	1302 	1411 	1736 
TOT,GT10,MIO_TKM,SI	2085 	2127 	1984 	1797 	2092 	2062 	2017 	1717 	2297 
TOT,GT10,MIO_TKM,SK	6047 	6670 	5855 	6039 	6009 	6018 	5536 	5216 	5226 
TOT,GT10,MIO_TKM,UK	5761 	5291 	4981 	4752 	7462 	5405 	5276 	5396 	6253 
TOT,GT10,THS_T,AT	9924 	10127 	10030 	9244 	10098 	10072 	8995 	8712 	10557 
TOT,GT10,THS_T,BE	9436 	9134 	15710 	14593 	13420 	13440 	17494 	13462 	17106 
TOT,GT10,THS_T,BG	5044 	5085 	7403 	4871 	3588 	4752 	3993 	3825 	4229 
TOT,GT10,THS_T,CH	6117 	6536 	7938 	9732 	8214 	6949 	7316 	7469 	8034 
TOT,GT10,THS_T,CY	683 	313 	386 	216 	351 	422 	704 	639 	1155 
TOT,GT10,THS_T,CZ	23962 	24927 	23830 	24389 	21026 	21970 	18574 	17819 	24252 
TOT,GT10,THS_T,DE	132342 	134591 	139401 	137092 	130644 	137625 	136313 	106593 	148869 
TOT,GT10,THS_T,DK	4135 	3587 	5354 	3928 	4754 	3730 	3318 	3843 	4244 
TOT,GT10,THS_T,EE	1307 	951 	1369 	1474 	1307 	1290 	1011 	888 	1507 
TOT,GT10,THS_T,EL	11803 	5082 	9531 	11286 	13276 	10548 	11645 	14494 	16104 
TOT,GT10,THS_T,ES	50136 	45783 	46018 	42611 	43498 	50645 	53154 	50399 	71527 
TOT,GT10,THS_T,EU15	415932 	395864 	422763 	419412 	442995 	471714 	479038 	: 	: 
TOT,GT10,THS_T,EU25	542105 	512682 	537313 	536705 	545846 	571814 	569500 	: 	: 
TOT,GT10,THS_T,EU27	553846 	523320 	550543 	547499 	555980 	582819 	580672 	: 	: 
TOT,GT10,THS_T,EU28	556346 	525475 	552791 	549473 	558008 	584815 	582740 	: 	: 
TOT,GT10,THS_T,FI	5507 	8024 	9606 	8356 	10092 	9072 	7480 	5837 	12612 
TOT,GT10,THS_T,FR	30654 	31678 	36011 	42490 	38391 	46596 	47834 	46707 	47457 
TOT,GT10,THS_T,HR	2500 	2156 	2248 	1975 	2028 	1995 	2067 	2147 	2987 
TOT,GT10,THS_T,HU	8620 	6905 	6023 	5727 	6119 	6843 	6847 	6773 	9401 
TOT,GT10,THS_T,IE	2061 	1727 	2149 	2193 	1810 	2163 	2234 	2710 	4623 
TOT,GT10,THS_T,IT	65778 	61808 	68420 	65491 	77643 	97119 	98160 	71573 	98380 
TOT,GT10,THS_T,LT	1895 	1758 	1756 	1626 	1584 	1629 	1381 	1238 	1596 
TOT,GT10,THS_T,LU	4998 	4548 	4826 	4161 	3616 	4737 	4097 	2091 	2743 
TOT,GT10,THS_T,LV	1566 	2087 	1314 	1608 	1260 	1659 	903 	1000 	1705 
TOT,GT10,THS_T,NL	25240 	24904 	27542 	26950 	26983 	30068 	28521 	25759 	30167 
TOT,GT10,THS_T,NO	5811 	3528 	5691 	6073 	3927 	8306 	14780 	3207 	5935 
TOT,GT10,THS_T,PL	69200 	60479 	62192 	65871 	54653 	49147 	45901 	42706 	47465 
TOT,GT10,THS_T,PT	6113 	5535 	5770 	6241 	5183 	8295 	7313 	8552 	10962 
TOT,GT10,THS_T,RO	6697 	5553 	5827 	5923 	6546 	6253 	7180 	11871 	13608 
TOT,GT10,THS_T,SE	8755 	8820 	7064 	5610 	5520 	6039 	6143 	7130 	10220 
TOT,GT10,THS_T,SI	5625 	5764 	4700 	4871 	4950 	5060 	4737 	3675 	4911 
TOT,GT10,THS_T,SK	13313 	13634 	12982 	11511 	11601 	12080 	10405 	10078 	11759 
TOT,GT10,THS_T,UK	49180 	40515 	35330 	39165 	58067 	41564 	46337 	46814 	54833 
TOT,GT11,MIO_TKM,AT	300 	359 	318 	385 	412 	510 	507 	421 	581 
TOT,GT11,MIO_TKM,BE	1282 	1112 	748 	855 	822 	845 	918 	925 	1101 
TOT,GT11,MIO_TKM,BG	1409 	1923 	1408 	1312 	1259 	1598 	932 	1257 	799 
TOT,GT11,MIO_TKM,CH	116 	166 	138 	154 	234 	397 	210 	242 	234 
TOT,GT11,MIO_TKM,CY	4 	3 	3 	6 	13 	12 	10 	9 	18 
TOT,GT11,MIO_TKM,CZ	2376 	2742 	3367 	3656 	3185 	3128 	3532 	2812 	3703 
TOT,GT11,MIO_TKM,DE	8608 	8457 	8918 	8847 	10565 	11519 	11313 	11360 	13830 
TOT,GT11,MIO_TKM,DK	332 	324 	356 	366 	310 	298 	179 	518 	802 
TOT,GT11,MIO_TKM,EE	297 	228 	166 	177 	269 	263 	180 	115 	138 
TOT,GT11,MIO_TKM,EL	472 	590 	447 	510 	703 	1016 	1031 	1194 	1281 
TOT,GT11,MIO_TKM,ES	3124 	2689 	3082 	2870 	3639 	3836 	3278 	3793 	4832 
TOT,GT11,MIO_TKM,EU15	30260 	28445 	28593 	29588 	33534 	36101 	36509 	: 	: 
TOT,GT11,MIO_TKM,EU25	49705 	49059 	50685 	52457 	54059 	56703 	57213 	: 	: 
TOT,GT11,MIO_TKM,EU27	53463 	53275 	53765 	55517 	57315 	60078 	59751 	: 	: 
TOT,GT11,MIO_TKM,EU28	53820 	53672 	54096 	55871 	57641 	60463 	60150 	: 	: 
TOT,GT11,MIO_TKM,FI	406 	481 	523 	802 	543 	834 	775 	790 	1003 
TOT,GT11,MIO_TKM,FR	4770 	4446 	4393 	4666 	5458 	5263 	4764 	3867 	6326 
TOT,GT11,MIO_TKM,HR	357 	397 	331 	354 	326 	385 	398 	409 	534 
TOT,GT11,MIO_TKM,HU	2367 	4648 	4688 	4185 	3903 	3824 	3382 	3439 	3286 
TOT,GT11,MIO_TKM,IE	217 	205 	226 	228 	321 	265 	378 	417 	850 
TOT,GT11,MIO_TKM,IT	1937 	1472 	1683 	1895 	1611 	1942 	4158 	3393 	3586 
TOT,GT11,MIO_TKM,LT	936 	902 	1165 	908 	996 	1049 	919 	1022 	1909 
TOT,GT11,MIO_TKM,LU	73 	85 	105 	126 	92 	105 	105 	215 	139 
TOT,GT11,MIO_TKM,LV	620 	739 	994 	1055 	1015 	1035 	871 	775 	1455 
TOT,GT11,MIO_TKM,NL	3017 	2890 	2947 	2956 	3026 	2879 	3233 	2859 	3542 
TOT,GT11,MIO_TKM,NO	542 	462 	585 	453 	433 	418 	339 	575 	546 
TOT,GT11,MIO_TKM,PL	10051 	8950 	9341 	10426 	9292 	8585 	9131 	7612 	8630 
TOT,GT11,MIO_TKM,PT	587 	741 	733 	743 	1318 	1506 	1007 	924 	1397 
TOT,GT11,MIO_TKM,RO	2349 	2293 	1672 	1748 	1997 	1776 	1607 	2324 	4104 
TOT,GT11,MIO_TKM,SE	868 	1025 	1014 	913 	795 	775 	794 	751 	977 
TOT,GT11,MIO_TKM,SI	601 	534 	614 	657 	731 	821 	909 	807 	908 
TOT,GT11,MIO_TKM,SK	2194 	1869 	1752 	1799 	1120 	1885 	1770 	1755 	1928 
TOT,GT11,MIO_TKM,UK	4228 	3569 	3101 	3427 	3919 	4508 	4069 	4437 	5017 
TOT,GT11,THS_T,AT	2649 	2674 	1989 	2624 	2670 	2429 	2296 	2534 	2327 
TOT,GT11,THS_T,BE	9780 	8291 	5570 	6070 	5405 	5327 	5464 	6223 	6450 
TOT,GT11,THS_T,BG	2384 	3184 	2631 	2855 	2322 	2110 	1732 	1977 	2692 
TOT,GT11,THS_T,CH	1491 	1249 	1824 	1600 	2395 	2099 	2300 	2472 	2259 
TOT,GT11,THS_T,CY	88 	61 	68 	89 	188 	193 	181 	129 	298 
TOT,GT11,THS_T,CZ	9639 	12234 	10438 	10116 	10072 	9332 	9341 	9011 	11399 
TOT,GT11,THS_T,DE	47053 	48439 	48615 	47815 	53647 	58922 	59706 	56769 	69564 
TOT,GT11,THS_T,DK	2661 	2503 	2833 	3073 	2898 	2759 	1877 	3409 	5636 
TOT,GT11,THS_T,EE	581 	530 	377 	371 	480 	519 	436 	232 	192 
TOT,GT11,THS_T,EL	2423 	3484 	3080 	1901 	3183 	3900 	5133 	5320 	4540 
TOT,GT11,THS_T,ES	12451 	10611 	11860 	9692 	12148 	12698 	12035 	12839 	16908 
TOT,GT11,THS_T,EU15	232597 	210395 	203770 	210019 	227050 	248509 	250228 	: 	: 
TOT,GT11,THS_T,EU25	279389 	262979 	256427 	258259 	272118 	294668 	293761 	: 	: 
TOT,GT11,THS_T,EU27	286036 	270534 	263293 	264832 	278274 	299875 	298927 	: 	: 
TOT,GT11,THS_T,EU28	287677 	271915 	264631 	266259 	279356 	301591 	300467 	: 	: 
TOT,GT11,THS_T,FI	5231 	5516 	6293 	7395 	5739 	7777 	11228 	9113 	10031 
TOT,GT11,THS_T,FR	59471 	55187 	53993 	57232 	56593 	56433 	51275 	36194 	73874 
TOT,GT11,THS_T,HR	1641 	1381 	1339 	1427 	1082 	1717 	1541 	1648 	2153 
TOT,GT11,THS_T,HU	5025 	10636 	9942 	9399 	9147 	9341 	7151 	6787 	7172 
TOT,GT11,THS_T,IE	2182 	1556 	1668 	1762 	1754 	2112 	2418 	3182 	6895 
TOT,GT11,THS_T,IT	13039 	11226 	13161 	12874 	14446 	19149 	24913 	23335 	22424 
TOT,GT11,THS_T,LT	1389 	1491 	1445 	1200 	1304 	1524 	1393 	1198 	2277 
TOT,GT11,THS_T,LU	639 	557 	663 	738 	838 	639 	829 	916 	682 
TOT,GT11,THS_T,LV	1488 	1683 	2128 	1906 	1859 	1411 	1591 	1437 	1760 
TOT,GT11,THS_T,NL	26345 	24934 	23998 	26373 	23494 	24408 	23491 	18687 	20464 
TOT,GT11,THS_T,NO	3874 	4743 	5028 	5146 	4175 	5124 	4336 	6168 	5175 
TOT,GT11,THS_T,PL	21416 	20437 	20449 	20113 	17606 	18409 	17355 	14278 	20369 
TOT,GT11,THS_T,PT	2800 	2598 	2595 	2530 	4263 	4510 	4008 	4066 	5415 
TOT,GT11,THS_T,RO	4263 	4370 	4234 	3719 	3834 	3097 	3434 	6372 	12348 
TOT,GT11,THS_T,SE	7938 	6696 	7363 	5196 	5706 	5814 	5814 	5966 	6160 
TOT,GT11,THS_T,SI	1757 	1589 	1696 	1547 	1728 	2071 	2543 	2161 	2087 
TOT,GT11,THS_T,SK	5409 	3924 	6114 	3499 	2685 	3358 	3543 	3404 	4766 
TOT,GT11,THS_T,UK	37940 	26122 	20089 	24744 	34267 	41631 	39741 	42492 	43775 
TOT,GT12,MIO_TKM,AT	256 	272 	253 	211 	241 	261 	262 	321 	500 
TOT,GT12,MIO_TKM,BE	1236 	563 	131 	113 	373 	180 	235 	223 	320 
TOT,GT12,MIO_TKM,BG	2658 	3017 	2275 	2505 	1781 	1555 	1220 	1351 	1060 
TOT,GT12,MIO_TKM,CH	46 	104 	59 	107 	97 	196 	78 	66 	161 
TOT,GT12,MIO_TKM,CY	2 	5 	2 	4 	4 	8 	11 	8 	13 
TOT,GT12,MIO_TKM,CZ	3791 	4631 	4530 	3969 	3239 	3676 	2566 	1719 	2466 
TOT,GT12,MIO_TKM,DE	13756 	13447 	13615 	13819 	13580 	13957 	13289 	14350 	18221 
TOT,GT12,MIO_TKM,DK	176 	186 	162 	189 	218 	272 	295 	212 	208 
TOT,GT12,MIO_TKM,EE	119 	36 	35 	107 	88 	53 	80 	87 	104 
TOT,GT12,MIO_TKM,EL	137 	267 	244 	110 	114 	229 	324 	227 	195 
TOT,GT12,MIO_TKM,ES	11651 	10707 	10134 	9764 	9072 	9662 	10736 	9367 	10976 
TOT,GT12,MIO_TKM,EU15	44643 	40177 	38963 	37458 	38993 	40760 	42427 	: 	: 
TOT,GT12,MIO_TKM,EU25	70934 	63101 	61221 	58244 	58267 	60892 	59848 	: 	: 
TOT,GT12,MIO_TKM,EU27	76118 	68129 	65772 	62858 	61424 	64019 	62771 	: 	: 
TOT,GT12,MIO_TKM,EU28	76447 	68400 	65965 	63035 	61551 	64209 	62990 	: 	: 
TOT,GT12,MIO_TKM,FI	333 	236 	190 	265 	258 	282 	207 	224 	431 
TOT,GT12,MIO_TKM,FR	3472 	3572 	3852 	3851 	3771 	4708 	4711 	4782 	5394 
TOT,GT12,MIO_TKM,HR	330 	271 	192 	177 	127 	191 	219 	204 	143 
TOT,GT12,MIO_TKM,HU	796 	780 	839 	669 	622 	777 	720 	718 	1251 
TOT,GT12,MIO_TKM,IE	153 	96 	54 	93 	77 	79 	93 	28 	: 
TOT,GT12,MIO_TKM,IT	1153 	785 	1110 	1047 	1317 	1797 	2468 	1777 	2110 
TOT,GT12,MIO_TKM,LT	2111 	1683 	1821 	1685 	1483 	1720 	1438 	1297 	2093 
TOT,GT12,MIO_TKM,LU	139 	131 	190 	199 	178 	128 	214 	145 	233 
TOT,GT12,MIO_TKM,LV	163 	180 	172 	225 	261 	365 	358 	159 	515 
TOT,GT12,MIO_TKM,NL	1921 	1953 	1856 	1930 	1674 	1973 	2265 	1423 	1954 
TOT,GT12,MIO_TKM,NO	457 	232 	263 	275 	277 	213 	182 	216 	226 
TOT,GT12,MIO_TKM,PL	14501 	11401 	11059 	10927 	10534 	10630 	9191 	8746 	8518 
TOT,GT12,MIO_TKM,PT	2880 	2347 	1980 	2114 	2417 	2088 	2455 	1955 	2190 
TOT,GT12,MIO_TKM,RO	2526 	2012 	2276 	2108 	1376 	1572 	1703 	1354 	2091 
TOT,GT12,MIO_TKM,SE	841 	860 	877 	797 	735 	833 	459 	499 	1056 
TOT,GT12,MIO_TKM,SI	1536 	1517 	1434 	1302 	1408 	1613 	1692 	1455 	1386 
TOT,GT12,MIO_TKM,SK	3271 	2691 	2366 	1897 	1635 	1291 	1366 	1011 	1084 
TOT,GT12,MIO_TKM,UK	6537 	4755 	4313 	2956 	4967 	4312 	4415 	4005 	5023 
TOT,GT12,THS_T,AT	3557 	3268 	3233 	3178 	3333 	3464 	2918 	2736 	3549 
TOT,GT12,THS_T,BE	4988 	3516 	752 	625 	1719 	1058 	1080 	1205 	1852 
TOT,GT12,THS_T,BG	2936 	2172 	1660 	2091 	1399 	1211 	1120 	1189 	874 
TOT,GT12,THS_T,CH	521 	886 	402 	646 	450 	866 	514 	568 	874 
TOT,GT12,THS_T,CY	115 	107 	80 	99 	121 	242 	276 	351 	329 
TOT,GT12,THS_T,CZ	16289 	17765 	15067 	13925 	12436 	12469 	10757 	7003 	9034 
TOT,GT12,THS_T,DE	94051 	84684 	84398 	79574 	75180 	72920 	66088 	68737 	82214 
TOT,GT12,THS_T,DK	1410 	1649 	1418 	1949 	1714 	1854 	1400 	1396 	1792 
TOT,GT12,THS_T,EE	271 	86 	135 	259 	146 	217 	397 	378 	349 
TOT,GT12,THS_T,EL	995 	3898 	5408 	681 	738 	1749 	1896 	2887 	2149 
TOT,GT12,THS_T,ES	34554 	30652 	31289 	25301 	25195 	24584 	24795 	24213 	30576 
TOT,GT12,THS_T,EU15	236185 	207054 	200196 	183171 	186395 	194603 	182427 	: 	: 
TOT,GT12,THS_T,EU25	299694 	260202 	250759 	229934 	230181 	238216 	220065 	: 	: 
TOT,GT12,THS_T,EU27	305933 	265148 	255451 	234705 	234041 	241250 	223257 	: 	: 
TOT,GT12,THS_T,EU28	306504 	265589 	255870 	235131 	234406 	241704 	223726 	: 	: 
TOT,GT12,THS_T,FI	2236 	2242 	2312 	2809 	1910 	2011 	1133 	1371 	2366 
TOT,GT12,THS_T,FR	22021 	22175 	22482 	24381 	20533 	29638 	24794 	25266 	32114 
TOT,GT12,THS_T,HR	571 	441 	419 	426 	365 	454 	469 	387 	503 
TOT,GT12,THS_T,HU	1975 	2113 	2223 	1775 	1476 	1816 	2495 	2347 	3079 
TOT,GT12,THS_T,IE	997 	658 	372 	556 	422 	415 	417 	271 	: 
TOT,GT12,THS_T,IT	7161 	5929 	5201 	4962 	7310 	9220 	13139 	11127 	8600 
TOT,GT12,THS_T,LT	2730 	2190 	1846 	1574 	1412 	1484 	1249 	1207 	1851 
TOT,GT12,THS_T,LU	852 	663 	727 	577 	475 	551 	596 	457 	751 
TOT,GT12,THS_T,LV	265 	329 	272 	278 	364 	389 	358 	179 	455 
TOT,GT12,THS_T,NL	9960 	8514 	8554 	9434 	8800 	10506 	9920 	11620 	15474 
TOT,GT12,THS_T,NO	2720 	1352 	1682 	1208 	1412 	1661 	1538 	952 	750 
TOT,GT12,THS_T,PL	32072 	21551 	21432 	22733 	21394 	20632 	16825 	19182 	18394 
TOT,GT12,THS_T,PT	3072 	2452 	2260 	2703 	2496 	2911 	3195 	3378 	4539 
TOT,GT12,THS_T,RO	3302 	2775 	3032 	2679 	2461 	1823 	2072 	2612 	4060 
TOT,GT12,THS_T,SE	6316 	5140 	3615 	3130 	2804 	2946 	1794 	2011 	5649 
TOT,GT12,THS_T,SI	2152 	2265 	2410 	1720 	1733 	1979 	2044 	1601 	2160 
TOT,GT12,THS_T,SK	7640 	6742 	7098 	4400 	4704 	4383 	3235 	3053 	2315 
TOT,GT12,THS_T,UK	43999 	31615 	28176 	23311 	33766 	30776 	29262 	27498 	34022 
TOT,GT13,MIO_TKM,AT	1293 	1177 	1318 	1502 	1402 	1688 	1821 	1904 	2010 
TOT,GT13,MIO_TKM,BE	999 	749 	768 	634 	697 	788 	1247 	948 	1258 
TOT,GT13,MIO_TKM,BG	968 	683 	810 	814 	908 	469 	760 	482 	447 
TOT,GT13,MIO_TKM,CH	188 	168 	195 	133 	225 	239 	258 	251 	271 
TOT,GT13,MIO_TKM,CY	3 	3 	1 	2 	1 	4 	3 	2 	5 
TOT,GT13,MIO_TKM,CZ	684 	767 	813 	750 	842 	888 	786 	769 	634 
TOT,GT13,MIO_TKM,DE	3093 	3416 	3293 	3231 	3525 	3633 	3757 	3230 	3794 
TOT,GT13,MIO_TKM,DK	209 	190 	212 	245 	192 	180 	160 	318 	418 
TOT,GT13,MIO_TKM,EE	102 	116 	90 	104 	87 	123 	123 	123 	151 
TOT,GT13,MIO_TKM,EL	100 	64 	89 	63 	135 	137 	353 	316 	347 
TOT,GT13,MIO_TKM,ES	2122 	2145 	1905 	2028 	1939 	2381 	2566 	2683 	2419 
TOT,GT13,MIO_TKM,EU15	15573 	14180 	14371 	14572 	15824 	17316 	19608 	: 	: 
TOT,GT13,MIO_TKM,EU25	34349 	29639 	28446 	27125 	26461 	28536 	30609 	: 	: 
TOT,GT13,MIO_TKM,EU27	36364 	31281 	30249 	28792 	28165 	29818 	32286 	: 	: 
TOT,GT13,MIO_TKM,EU28	36540 	31487 	30439 	28980 	28337 	30002 	32489 	: 	: 
TOT,GT13,MIO_TKM,FI	109 	77 	89 	82 	71 	140 	219 	211 	112 
TOT,GT13,MIO_TKM,FR	1619 	1376 	1497 	1626 	1819 	2041 	2139 	2282 	4267 
TOT,GT13,MIO_TKM,HR	176 	206 	191 	188 	172 	184 	203 	200 	278 
TOT,GT13,MIO_TKM,HU	512 	264 	207 	159 	237 	142 	392 	434 	453 
TOT,GT13,MIO_TKM,IE	202 	111 	145 	133 	114 	162 	117 	210 	1121 
TOT,GT13,MIO_TKM,IT	1521 	1131 	1273 	1795 	2161 	2161 	2632 	2572 	3036 
TOT,GT13,MIO_TKM,LT	1833 	958 	1179 	995 	1006 	866 	735 	559 	638 
TOT,GT13,MIO_TKM,LU	22 	29 	38 	23 	19 	48 	85 	61 	53 
TOT,GT13,MIO_TKM,LV	374 	418 	581 	341 	294 	258 	419 	270 	311 
TOT,GT13,MIO_TKM,NL	510 	544 	399 	398 	410 	564 	464 	382 	516 
TOT,GT13,MIO_TKM,NO	67 	65 	67 	76 	65 	100 	122 	69 	70 
TOT,GT13,MIO_TKM,PL	10614 	8696 	7896 	8075 	6385 	6728 	5828 	4877 	4503 
TOT,GT13,MIO_TKM,PT	917 	738 	881 	926 	480 	507 	514 	2021 	3407 
TOT,GT13,MIO_TKM,RO	1047 	959 	992 	853 	795 	812 	917 	1201 	7517 
TOT,GT13,MIO_TKM,SE	263 	344 	216 	189 	255 	300 	273 	302 	358 
TOT,GT13,MIO_TKM,SI	3164 	3017 	2233 	1678 	1342 	1890 	2155 	1303 	834 
TOT,GT13,MIO_TKM,SK	1490 	1222 	1075 	449 	444 	322 	560 	404 	497 
TOT,GT13,MIO_TKM,UK	2585 	2087 	2247 	1696 	2605 	2586 	3262 	3629 	4458 
TOT,GT13,THS_T,AT	10462 	9701 	9799 	10854 	9713 	10687 	10815 	9785 	10224 
TOT,GT13,THS_T,BE	7809 	5606 	4297 	3506 	4256 	4279 	8130 	6859 	9807 
TOT,GT13,THS_T,BG	1154 	965 	986 	749 	1199 	640 	904 	615 	532 
TOT,GT13,THS_T,CH	2161 	2637 	2371 	1846 	2130 	2091 	2531 	2281 	1925 
TOT,GT13,THS_T,CY	75 	71 	27 	37 	21 	54 	81 	38 	104 
TOT,GT13,THS_T,CZ	1649 	2641 	1971 	1667 	2135 	1855 	2213 	1853 	1576 
TOT,GT13,THS_T,DE	13462 	13232 	13170 	12909 	13740 	14875 	13532 	19112 	21540 
TOT,GT13,THS_T,DK	1150 	1026 	1278 	1443 	1165 	1065 	1143 	1774 	2072 
TOT,GT13,THS_T,EE	209 	173 	192 	217 	202 	195 	216 	223 	361 
TOT,GT13,THS_T,EL	366 	301 	286 	269 	425 	595 	1700 	940 	1242 
TOT,GT13,THS_T,ES	6046 	5797 	5307 	5271 	4913 	5872 	7048 	7922 	7468 
TOT,GT13,THS_T,EU15	80901 	74137 	72745 	69628 	75875 	81859 	91194 	: 	: 
TOT,GT13,THS_T,EU25	117060 	106603 	101129 	93361 	94607 	104002 	112418 	: 	: 
TOT,GT13,THS_T,EU27	119832 	108773 	103280 	95237 	96819 	105580 	114303 	: 	: 
TOT,GT13,THS_T,EU28	120179 	109233 	103625 	95741 	97222 	106029 	114780 	: 	: 
